Recognition Log: Kshitij Sinha(1416-0481) Hritik Baweja(5667-7397) // [$1 RECOGNITION ALGORITHM] // [Unistroke Gesture Logs] // USER-DEPENDENT RANDOM-100
User[all-users],GestureType[all-gestures-types],RandomIteration[1to2],#ofTrainingExamples[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
4,Three,1,4,40,"['Zero04', 'Zero09', 'Zero03', 'Zero05', 'One09', 'One03', 'One08', 'One10', 'Two02', 'Two10', 'Two08', 'Two04', 'Three01', 'Three04', 'Three09', 'Three05', 'Four05', 'Four09', 'Four10', 'Four07', 'Five08', 'Five02', 'Five01', 'Five05', 'Six08', 'Six03', 'Six02', 'Six05', 'Seven10', 'Seven04', 'Seven06', 'Seven09', 'Eight02', 'Eight07', 'Eight01', 'Eight05', 'Nine04', 'Nine06', 'Nine05', 'Nine09']",Three07,Three09,1,0.95,Three09,"{'Three09': 0.9510059487359027, 'Three04': 0.9322485525227916, 'Three01': 0.9155669710614253, 'Three05': 0.8326681717086067, 'Seven06': 0.7856394212615833, 'Seven09': 0.7439797431396858, 'One08': 0.7169067383811548, 'Seven10': 0.7001522727148272, 'Five01': 0.6989704011645194, 'Seven04': 0.6935803196297354, 'Five05': 0.680676371439236, 'One09': 0.6663183194780516, 'One03': 0.6399578009885794, 'Nine04': 0.6391103145991038, 'Five02': 0.6072182301493729, 'Five08': 0.6054763288124859, 'Two08': 0.5937124467525114, 'Nine05': 0.589431354772809, 'One10': 0.5776037216569425, 'Two10': 0.575788534099611, 'Two04': 0.5643376253544112, 'Nine09': 0.5574720967033212, 'Nine06': 0.5572983937158795, 'Two02': 0.5443103664072817, 'Four09': 0.4595001883166605, 'Four07': 0.4237172962553053, 'Four05': 0.41683583744446207, 'Four10': 0.40730345663564194, 'Six02': 0.40579649667974416, 'Six03': 0.4028093285140565, 'Six05': 0.3948150005524532, 'Six08': 0.3599752927117207, 'Zero03': 0.2670547999549504, 'Eight01': 0.23147676181330945, 'Zero09': 0.23071897353635784, 'Eight02': 0.22280156056124556, 'Zero04': 0.2093488173231346, 'Eight07': 0.20778673991912933, 'Eight05': 0.2012099501812834, 'Zero05': 0.1404084900188266}"
4,Four,1,4,40,"['Zero04', 'Zero09', 'Zero03', 'Zero05', 'One09', 'One03', 'One08', 'One10', 'Two02', 'Two10', 'Two08', 'Two04', 'Three01', 'Three04', 'Three09', 'Three05', 'Four05', 'Four09', 'Four10', 'Four07', 'Five08', 'Five02', 'Five01', 'Five05', 'Six08', 'Six03', 'Six02', 'Six05', 'Seven10', 'Seven04', 'Seven06', 'Seven09', 'Eight02', 'Eight07', 'Eight01', 'Eight05', 'Nine04', 'Nine06', 'Nine05', 'Nine09']",Four08,Four05,1,0.92,Four05,"{'Four05': 0.9229625764996107, 'Four07': 0.8911692377975325, 'Four09': 0.8627845992053853, 'Four10': 0.8382923137376628, 'Six05': 0.7168489466233755, 'Six08': 0.7025322905552487, 'Six02': 0.6831811621788072, 'Zero03': 0.6175989889325855, 'Zero09': 0.5945990487989805, 'Zero04': 0.5811520625072533, 'Eight01': 0.5617746939790693, 'Six03': 0.5571654017687189, 'Eight02': 0.5476838755593647, 'Two04': 0.5421167140912422, 'Eight05': 0.5262813739209593, 'One08': 0.48850339597355996, 'Eight07': 0.4737525025481846, 'Nine06': 0.4510439110075527, 'Three05': 0.4455035425269681, 'Five01': 0.4344949224094735, 'Two10': 0.4212038711185312, 'Nine09': 0.4123872694697003, 'Three04': 0.41088694127008774, 'Nine05': 0.40469937253664556, 'Five08': 0.4011092060196423, 'Two02': 0.40042000779127196, 'One09': 0.3999378805291587, 'Nine04': 0.3995321962730485, 'Three09': 0.391780726436297, 'Two08': 0.3865587655867413, 'Five02': 0.3817717438845758, 'Zero05': 0.38152329157995835, 'Three01': 0.3786962300683243, 'Five05': 0.36694264298914314, 'Seven06': 0.3657825172079532, 'One03': 0.3602610438224665, 'Seven09': 0.35253101256571595, 'One10': 0.3452062651024458, 'Seven10': 0.30791333317447356, 'Seven04': 0.30579668023245676}"
4,Five,1,4,40,"['Zero04', 'Zero09', 'Zero03', 'Zero05', 'One09', 'One03', 'One08', 'One10', 'Two02', 'Two10', 'Two08', 'Two04', 'Three01', 'Three04', 'Three09', 'Three05', 'Four05', 'Four09', 'Four10', 'Four07', 'Five08', 'Five02', 'Five01', 'Five05', 'Six08', 'Six03', 'Six02', 'Six05', 'Seven10', 'Seven04', 'Seven06', 'Seven09', 'Eight02', 'Eight07', 'Eight01', 'Eight05', 'Nine04', 'Nine06', 'Nine05', 'Nine09']",Five09,Five02,1,0.79,Five02,"{'Five02': 0.7895612465522271, 'Five08': 0.7895273998112271, 'Three04': 0.7745557610540754, 'Five01': 0.7631499809944879, 'One10': 0.7316145606562465, 'One03': 0.7289766723257383, 'Three05': 0.7247138653868844, 'Three09': 0.7221940266318235, 'One09': 0.717332608700346, 'One08': 0.7116195576224588, 'Five05': 0.6932344051374134, 'Nine06': 0.6912842359631567, 'Nine09': 0.6851231951139378, 'Three01': 0.6843732711376138, 'Seven06': 0.6697634415000131, 'Six03': 0.6220074994960016, 'Seven09': 0.6157275940949556, 'Nine05': 0.566239085821898, 'Six02': 0.5417200620843509, 'Nine04': 0.5405115320540813, 'Seven10': 0.540411701113221, 'Two04': 0.5112658366990118, 'Two08': 0.5041280900888461, 'Seven04': 0.49632043274159265, 'Six05': 0.4939357378919331, 'Four09': 0.48979160676056954, 'Six08': 0.4818584541452575, 'Two10': 0.47918899869194875, 'Four05': 0.4579468752898096, 'Four10': 0.44634215676023514, 'Two02': 0.4453393816160589, 'Four07': 0.4080349762162927, 'Eight01': 0.21495675279312887, 'Eight05': 0.17610401713917367, 'Eight07': 0.15911986888153196, 'Eight02': 0.14628910993546018, 'Zero05': 0.1255270505292746, 'Zero03': 0.0872217797970819, 'Zero04': 0.043983483880705165, 'Zero09': 0.03296211074039124}"
4,Six,1,4,40,"['Zero04', 'Zero09', 'Zero03', 'Zero05', 'One09', 'One03', 'One08', 'One10', 'Two02', 'Two10', 'Two08', 'Two04', 'Three01', 'Three04', 'Three09', 'Three05', 'Four05', 'Four09', 'Four10', 'Four07', 'Five08', 'Five02', 'Five01', 'Five05', 'Six08', 'Six03', 'Six02', 'Six05', 'Seven10', 'Seven04', 'Seven06', 'Seven09', 'Eight02', 'Eight07', 'Eight01', 'Eight05', 'Nine04', 'Nine06', 'Nine05', 'Nine09']",Six09,Six03,1,0.95,Six03,"{'Six03': 0.9470192952488634, 'Six02': 0.87275137347101, 'Six08': 0.8432179138739758, 'Six05': 0.737781647014965, 'Four09': 0.6466931939569258, 'Four05': 0.6363917778296599, 'Five01': 0.6148069129908127, 'Four10': 0.5942368100047776, 'Five08': 0.5844006640964461, 'Five02': 0.5567340510455684, 'Two04': 0.5536146972273528, 'Four07': 0.545006942293425, 'Nine06': 0.5285060806243429, 'Five05': 0.5010739622046235, 'Nine09': 0.4870348415261533, 'Two10': 0.4849268377938004, 'Three05': 0.47250648691496655, 'Two02': 0.4637708977312617, 'One10': 0.45633569029178866, 'One08': 0.45517439512103486, 'Two08': 0.4394404139657947, 'Three04': 0.4380344483731843, 'One09': 0.4033867906320756, 'Three09': 0.3820593934922435, 'One03': 0.37802224728578726, 'Three01': 0.3572477795070226, 'Seven06': 0.3562285043505814, 'Nine05': 0.34298087279323675, 'Eight05': 0.3359908527650163, 'Nine04': 0.3314814870282471, 'Eight01': 0.3192068211647704, 'Eight02': 0.3021031484799951, 'Eight07': 0.3015500941610044, 'Seven09': 0.29842313706620294, 'Seven10': 0.24722250259121226, 'Seven04': 0.22041530763721773, 'Zero03': 0.21915586499051332, 'Zero09': 0.11510191022866267, 'Zero04': 0.07859671542175994, 'Zero05': -0.08740550381774526}"
4,Seven,1,4,40,"['Zero04', 'Zero09', 'Zero03', 'Zero05', 'One09', 'One03', 'One08', 'One10', 'Two02', 'Two10', 'Two08', 'Two04', 'Three01', 'Three04', 'Three09', 'Three05', 'Four05', 'Four09', 'Four10', 'Four07', 'Five08', 'Five02', 'Five01', 'Five05', 'Six08', 'Six03', 'Six02', 'Six05', 'Seven10', 'Seven04', 'Seven06', 'Seven09', 'Eight02', 'Eight07', 'Eight01', 'Eight05', 'Nine04', 'Nine06', 'Nine05', 'Nine09']",Seven07,Seven10,1,0.96,Seven10,"{'Seven10': 0.9641405165165181, 'Seven09': 0.9405053258337501, 'Seven04': 0.9094770990511349, 'Seven06': 0.8506744232539978, 'Three01': 0.7408475446687155, 'One08': 0.7387134506393963, 'Three09': 0.7075791075572964, 'Three04': 0.7023527646089003, 'Three05': 0.6755331562529374, 'Two08': 0.6310487978932371, 'Two10': 0.58903468560732, 'Five05': 0.584673917993307, 'Two02': 0.5819188567965401, 'One09': 0.5656226727461072, 'One03': 0.5414718609967595, 'Five01': 0.5277281752753882, 'Nine04': 0.5267299722999494, 'Nine05': 0.4973451561130673, 'Five02': 0.4909775664065007, 'Two04': 0.48589068520810574, 'Five08': 0.4841709189481791, 'Nine09': 0.47846008333368184, 'Nine06': 0.4479093082007243, 'One10': 0.43755893534879275, 'Four09': 0.3405207214750853, 'Four07': 0.3348813535562323, 'Four05': 0.3281048021069576, 'Four10': 0.30294611817341766, 'Six05': 0.29745889225684463, 'Six03': 0.29321249744863664, 'Eight01': 0.2826682352160337, 'Six02': 0.25254099766297133, 'Six08': 0.2485136229204461, 'Eight05': 0.23377660297974912, 'Eight07': 0.21704781954916297, 'Eight02': 0.19686808384033327, 'Zero03': 0.18056468879802412, 'Zero09': 0.13346277730131895, 'Zero04': 0.12436590911615031, 'Zero05': 0.09937735332354103}"
4,Eight,1,4,40,"['Zero04', 'Zero09', 'Zero03', 'Zero05', 'One09', 'One03', 'One08', 'One10', 'Two02', 'Two10', 'Two08', 'Two04', 'Three01', 'Three04', 'Three09', 'Three05', 'Four05', 'Four09', 'Four10', 'Four07', 'Five08', 'Five02', 'Five01', 'Five05', 'Six08', 'Six03', 'Six02', 'Six05', 'Seven10', 'Seven04', 'Seven06', 'Seven09', 'Eight02', 'Eight07', 'Eight01', 'Eight05', 'Nine04', 'Nine06', 'Nine05', 'Nine09']",Eight10,Eight02,1,0.93,Eight02,"{'Eight02': 0.9290502218144872, 'Eight01': 0.8569794511982997, 'Eight07': 0.7969455717323605, 'Eight05': 0.7795439665050667, 'Two04': 0.4991951823073597, 'Four05': 0.4807515907804101, 'Four07': 0.47399684255998065, 'Four09': 0.44674177789441516, 'Four10': 0.42856415649531454, 'Zero03': 0.41451899073316445, 'Zero09': 0.4131626081994846, 'Zero04': 0.4083930977192479, 'Two10': 0.40065480731821024, 'Two02': 0.39429128198495156, 'Six05': 0.35873040321529426, 'Two08': 0.3548425235935486, 'One08': 0.3491764846351326, 'Six08': 0.3221258283720305, 'Six02': 0.31211095538765676, 'Six03': 0.2642903545791039, 'Zero05': 0.26102332390920424, 'Seven09': 0.26038045226554163, 'Seven06': 0.2487951645678823, 'Five05': 0.2457542930808344, 'Five02': 0.23515363577036374, 'Five08': 0.23486333226000689, 'Nine04': 0.22469444900346225, 'One09': 0.22186892432527439, 'Seven04': 0.2188528974749122, 'Three09': 0.21881182827138224, 'Seven10': 0.21801605651396683, 'One03': 0.21316217717263586, 'Three05': 0.21259198862098538, 'Nine06': 0.21254810278352188, 'Three04': 0.20659614828357864, 'Nine05': 0.20589959107368472, 'Nine09': 0.1977168296287023, 'Three01': 0.19243796863949414, 'One10': 0.178866944853187, 'Five01': 0.16720541236648478}"
4,Nine,1,4,40,"['Zero04', 'Zero09', 'Zero03', 'Zero05', 'One09', 'One03', 'One08', 'One10', 'Two02', 'Two10', 'Two08', 'Two04', 'Three01', 'Three04', 'Three09', 'Three05', 'Four05', 'Four09', 'Four10', 'Four07', 'Five08', 'Five02', 'Five01', 'Five05', 'Six08', 'Six03', 'Six02', 'Six05', 'Seven10', 'Seven04', 'Seven06', 'Seven09', 'Eight02', 'Eight07', 'Eight01', 'Eight05', 'Nine04', 'Nine06', 'Nine05', 'Nine09']",Nine02,Nine09,1,0.9,Nine09,"{'Nine09': 0.8982527451394376, 'Nine06': 0.893598492972811, 'Nine04': 0.8535514640443059, 'Nine05': 0.8522821214768486, 'Five01': 0.7149439942022477, 'Three05': 0.6582601457266327, 'Three04': 0.6290846121254694, 'Three01': 0.6046090563686574, 'Five08': 0.5996323550980984, 'Five05': 0.590081823654068, 'Five02': 0.5827762776736952, 'Three09': 0.5756950683197367, 'Six02': 0.5534372417823356, 'One08': 0.5401817843368184, 'Six05': 0.528868124373671, 'One09': 0.522349460466735, 'Six08': 0.5191871338196219, 'Seven06': 0.5059460131308626, 'Seven09': 0.4952780673109354, 'Four09': 0.49431645961114856, 'One03': 0.49199572064887886, 'Seven04': 0.4836098316662114, 'Four10': 0.4823919218723117, 'Seven10': 0.47694629642532205, 'Four05': 0.4624092625232148, 'Four07': 0.4603330442048653, 'Six03': 0.44822383650495723, 'One10': 0.430713397473409, 'Zero03': 0.4304011207152224, 'Two08': 0.4143443710023369, 'Two10': 0.40502151717350743, 'Two04': 0.40473779920812636, 'Two02': 0.39083724479907367, 'Zero09': 0.362530879932889, 'Zero04': 0.33220627925198065, 'Eight07': 0.25278239286874904, 'Eight02': 0.24943451331582278, 'Eight05': 0.23089377925566745, 'Zero05': 0.2250274069390774, 'Eight01': 0.2005958797306191}"
4,Zero,1,5,50,"['Zero10', 'Zero07', 'Zero06', 'Zero04', 'Zero03', 'One05', 'One09', 'One07', 'One10', 'One03', 'Two08', 'Two05', 'Two02', 'Two09', 'Two07', 'Three09', 'Three05', 'Three07', 'Three01', 'Three02', 'Four10', 'Four07', 'Four03', 'Four04', 'Four08', 'Five06', 'Five07', 'Five08', 'Five01', 'Five10', 'Six02', 'Six10', 'Six01', 'Six03', 'Six06', 'Seven02', 'Seven01', 'Seven10', 'Seven08', 'Seven03', 'Eight08', 'Eight04', 'Eight03', 'Eight09', 'Eight05', 'Nine01', 'Nine10', 'Nine03', 'Nine09', 'Nine06']",Zero09,Zero07,1,0.94,Zero07,"{'Zero07': 0.9380279989499561, 'Zero03': 0.9325371916899903, 'Zero04': 0.9245960941672222, 'Zero06': 0.6558822640897581, 'Four07': 0.6529830041016602, 'Four10': 0.6165382744257537, 'Four04': 0.6067150491637145, 'Four08': 0.5945990487989802, 'Four03': 0.5523980367381781, 'Eight04': 0.47400321722472327, 'Eight03': 0.4518682146971146, 'Nine03': 0.40564888977257496, 'Eight05': 0.4042819098369479, 'Eight09': 0.36358743021260664, 'Nine10': 0.34299995219179347, 'Six06': 0.3293788837121625, 'Six02': 0.32893609999788553, 'Nine06': 0.32696778572420426, 'Nine09': 0.32090504607226755, 'Nine01': 0.30968084048442035, 'Eight08': 0.30637230041354846, 'Zero10': 0.2858373192414988, 'Three05': 0.2798644643961291, 'Two02': 0.2581129954567901, 'Six10': 0.23587975500897906, 'Two05': 0.23523451400380024, 'Three01': 0.2333425157952157, 'Three07': 0.2307189735363574, 'Three02': 0.22734416961775994, 'Two08': 0.2227018911012173, 'Five01': 0.22149895230188998, 'Three09': 0.21739708947523861, 'Two09': 0.2142384925108176, 'Two07': 0.19228654487148533, 'One07': 0.16582131674101452, 'Seven03': 0.15913974915507967, 'Seven01': 0.1427057746276441, 'Five06': 0.13383077426361523, 'One03': 0.12676708305278184, 'Seven08': 0.12499871126847895, 'Seven10': 0.1203712886142645, 'One09': 0.11525803104135368, 'Five08': 0.10113572440427387, 'Five10': 0.08506831914373403, 'Seven02': 0.08053210341228301, 'Five07': 0.06724225759970048, 'One05': 0.05509922074157103, 'One10': 0.04632699923572248, 'Six03': 0.044410946354158765, 'Six01': 0.007185568313878954}"
4,One,1,5,50,"['Zero10', 'Zero07', 'Zero06', 'Zero04', 'Zero03', 'One05', 'One09', 'One07', 'One10', 'One03', 'Two08', 'Two05', 'Two02', 'Two09', 'Two07', 'Three09', 'Three05', 'Three07', 'Three01', 'Three02', 'Four10', 'Four07', 'Four03', 'Four04', 'Four08', 'Five06', 'Five07', 'Five08', 'Five01', 'Five10', 'Six02', 'Six10', 'Six01', 'Six03', 'Six06', 'Seven02', 'Seven01', 'Seven10', 'Seven08', 'Seven03', 'Eight08', 'Eight04', 'Eight03', 'Eight09', 'Eight05', 'Nine01', 'Nine10', 'Nine03', 'Nine09', 'Nine06']",One04,One07,1,1.0,One07,"{'One07': 0.9991239426820784, 'One05': 0.8292991397213978, 'One10': 0.812141357633588, 'One03': 0.7807117802347783, 'Seven03': 0.7764921750485096, 'One09': 0.7602641192783546, 'Seven01': 0.7577997085653356, 'Three07': 0.7121095588293938, 'Three05': 0.7104337178225837, 'Five10': 0.7083860591140367, 'Three01': 0.7055107205517319, 'Seven10': 0.6956263914656107, 'Three02': 0.6947690587125893, 'Three09': 0.6909951154849694, 'Five08': 0.6862316367510926, 'Two09': 0.6789930145257925, 'Seven08': 0.675959921354861, 'Two08': 0.6745539516928394, 'Five07': 0.6731525106060057, 'Five06': 0.661203250221565, 'Two05': 0.6582911941062748, 'Five01': 0.6296632304728075, 'Two02': 0.6163685433684895, 'Seven02': 0.6141578230730669, 'Nine01': 0.6035772959667725, 'Nine10': 0.6007799840889967, 'Two07': 0.5931269194983376, 'Nine03': 0.5869029500449752, 'Nine09': 0.5691920623592819, 'Nine06': 0.5644765414239356, 'Four03': 0.5469098608587817, 'Six01': 0.5312121799681955, 'Four08': 0.5288092091399337, 'Six10': 0.5088935502724473, 'Six03': 0.5073712754251622, 'Four07': 0.5022332704007715, 'Four10': 0.4807792869563281, 'Six06': 0.4675554373585301, 'Four04': 0.45902252911670294, 'Six02': 0.4532909316122511, 'Eight04': 0.42366450241772813, 'Zero10': 0.42080670437167333, 'Zero06': 0.38746277551397756, 'Eight05': 0.3631269383052109, 'Eight08': 0.3464691977139692, 'Eight03': 0.33285238912601833, 'Eight09': 0.321578952087588, 'Zero07': 0.2418227205556106, 'Zero03': 0.2199843966143582, 'Zero04': 0.1553536259568028}"
4,Two,1,5,50,"['Zero10', 'Zero07', 'Zero06', 'Zero04', 'Zero03', 'One05', 'One09', 'One07', 'One10', 'One03', 'Two08', 'Two05', 'Two02', 'Two09', 'Two07', 'Three09', 'Three05', 'Three07', 'Three01', 'Three02', 'Four10', 'Four07', 'Four03', 'Four04', 'Four08', 'Five06', 'Five07', 'Five08', 'Five01', 'Five10', 'Six02', 'Six10', 'Six01', 'Six03', 'Six06', 'Seven02', 'Seven01', 'Seven10', 'Seven08', 'Seven03', 'Eight08', 'Eight04', 'Eight03', 'Eight09', 'Eight05', 'Nine01', 'Nine10', 'Nine03', 'Nine09', 'Nine06']",Two10,Two05,1,0.96,Two05,"{'Two05': 0.9583304471801827, 'Two02': 0.9522199783773567, 'Two09': 0.9463604921188106, 'Two08': 0.9219387424435334, 'Two07': 0.8232598385882433, 'One07': 0.6610115634204137, 'Seven03': 0.6552612151541208, 'Seven01': 0.6453692833738166, 'Three01': 0.5975179059053677, 'Three09': 0.5806708204987183, 'Three07': 0.575788534099611, 'Seven10': 0.5615645697697993, 'Zero10': 0.559165530950211, 'Seven08': 0.5544368055989841, 'Six01': 0.5498976358148397, 'Three02': 0.542760642134081, 'Zero06': 0.5235695530448301, 'Three05': 0.5080264589445709, 'Six03': 0.5035862800399744, 'Seven02': 0.502979902714323, 'One05': 0.4907114105604531, 'Five10': 0.47348423074685364, 'Eight04': 0.4711810199676054, 'Five08': 0.4679430390203039, 'One10': 0.4534846425270981, 'Six06': 0.44941344723442356, 'Five06': 0.4341940334315041, 'Six02': 0.42958096196699647, 'Six10': 0.42953410868996256, 'Five07': 0.42703265737585683, 'One03': 0.422873196125945, 'Four08': 0.4212038711185314, 'Five01': 0.4171811618164789, 'One09': 0.41644273848576596, 'Nine03': 0.40207096095200656, 'Eight05': 0.3984962685145531, 'Four07': 0.39371068992834024, 'Nine10': 0.3920514324038582, 'Eight08': 0.3861365790830741, 'Nine01': 0.3785876133914122, 'Four03': 0.37618202355509, 'Four10': 0.3734881824493723, 'Nine09': 0.3714439281801112, 'Eight03': 0.3685191041424578, 'Zero07': 0.3612363918237006, 'Eight09': 0.36091146343268543, 'Zero03': 0.3583685436935672, 'Nine06': 0.3545556980556146, 'Four04': 0.3472398111855579, 'Zero04': 0.19684833138630864}"
4,Three,1,5,50,"['Zero10', 'Zero07', 'Zero06', 'Zero04', 'Zero03', 'One05', 'One09', 'One07', 'One10', 'One03', 'Two08', 'Two05', 'Two02', 'Two09', 'Two07', 'Three09', 'Three05', 'Three07', 'Three01', 'Three02', 'Four10', 'Four07', 'Four03', 'Four04', 'Four08', 'Five06', 'Five07', 'Five08', 'Five01', 'Five10', 'Six02', 'Six10', 'Six01', 'Six03', 'Six06', 'Seven02', 'Seven01', 'Seven10', 'Seven08', 'Seven03', 'Eight08', 'Eight04', 'Eight03', 'Eight09', 'Eight05', 'Nine01', 'Nine10', 'Nine03', 'Nine09', 'Nine06']",Three04,Three02,1,0.93,Three02,"{'Three02': 0.9333947685200713, 'Three07': 0.9322485525227915, 'Three01': 0.9220066168268725, 'Three09': 0.9186939889631065, 'Three05': 0.8852577031150213, 'Five10': 0.7820192215455276, 'Seven03': 0.7659216626752793, 'Seven01': 0.7591861396015608, 'Five01': 0.7463594678675811, 'One07': 0.7119374952875586, 'Five08': 0.7102392408752842, 'Five06': 0.707027128310661, 'One09': 0.7053895269373456, 'Five07': 0.7013248110851575, 'Seven08': 0.7009930750912593, 'Seven10': 0.6934923001320099, 'One03': 0.6886399914195431, 'Nine03': 0.6360224396333637, 'Seven02': 0.6348284793497192, 'Nine10': 0.6212797565416104, 'One05': 0.6194594729816912, 'One10': 0.6095290066700053, 'Nine01': 0.6047946364822596, 'Nine09': 0.5930755063176949, 'Nine06': 0.587726479575231, 'Two08': 0.5813745789939505, 'Two09': 0.5750720113320757, 'Two05': 0.5613654770878789, 'Two02': 0.52558226984184, 'Two07': 0.5082343367711069, 'Four03': 0.5008414200606448, 'Six10': 0.47695050999332556, 'Six01': 0.4694392380790887, 'Six03': 0.4438972533341401, 'Six02': 0.42899288145341974, 'Four07': 0.42235785796932024, 'Six06': 0.41585858862590874, 'Four08': 0.4108869412700875, 'Four10': 0.40194944002358635, 'Four04': 0.38816756478462133, 'Zero06': 0.3008634133680025, 'Zero10': 0.2988089884630738, 'Zero07': 0.28580944746061354, 'Zero03': 0.2665724950111994, 'Eight04': 0.2553209427685369, 'Eight03': 0.24894459678301573, 'Eight05': 0.2201006974124209, 'Zero04': 0.21285841808479866, 'Eight08': 0.1824412247445133, 'Eight09': 0.14712033010938175}"
4,Four,1,5,50,"['Zero10', 'Zero07', 'Zero06', 'Zero04', 'Zero03', 'One05', 'One09', 'One07', 'One10', 'One03', 'Two08', 'Two05', 'Two02', 'Two09', 'Two07', 'Three09', 'Three05', 'Three07', 'Three01', 'Three02', 'Four10', 'Four07', 'Four03', 'Four04', 'Four08', 'Five06', 'Five07', 'Five08', 'Five01', 'Five10', 'Six02', 'Six10', 'Six01', 'Six03', 'Six06', 'Seven02', 'Seven01', 'Seven10', 'Seven08', 'Seven03', 'Eight08', 'Eight04', 'Eight03', 'Eight09', 'Eight05', 'Nine01', 'Nine10', 'Nine03', 'Nine09', 'Nine06']",Four01,Four04,1,0.88,Four04,"{'Four04': 0.878419111476488, 'Four10': 0.8458692015773706, 'Four07': 0.7927457166760254, 'Four03': 0.7808986391781112, 'Four08': 0.7118833587041173, 'Zero04': 0.6507784335409473, 'Zero07': 0.620406754627427, 'Zero06': 0.6130421952078129, 'Six06': 0.5984685048479842, 'Six02': 0.5936997951856234, 'Zero03': 0.5798901610453048, 'Six10': 0.5545058945483696, 'Nine06': 0.5112147561401053, 'Zero10': 0.4728814728844922, 'Nine09': 0.4635541466001214, 'Nine03': 0.4547946441041977, 'Eight03': 0.44528872118957374, 'Five01': 0.4375158373581145, 'Nine10': 0.4115817965800792, 'One07': 0.40916081523020875, 'Three05': 0.40701044402980746, 'Nine01': 0.4046582713438277, 'Eight08': 0.3907490967859868, 'Eight05': 0.38694291042411233, 'Six03': 0.3855327610760577, 'Five07': 0.3843149708346203, 'Five06': 0.38105828815697607, 'Three02': 0.3774378973550172, 'Three07': 0.37548474679081856, 'One09': 0.36993299798627377, 'One03': 0.3667680597959241, 'Five08': 0.36625099789254645, 'Eight04': 0.3644474014423056, 'Five10': 0.35461573456587514, 'Three09': 0.353349344342478, 'Eight09': 0.35313835903558344, 'Six01': 0.34634382278541975, 'Three01': 0.34072269887420903, 'Seven01': 0.32726337172522557, 'Seven03': 0.2997799253325576, 'One05': 0.29740926533155976, 'Two02': 0.2971088928169795, 'Two05': 0.28939974365626997, 'One10': 0.2813416981222925, 'Two08': 0.2791291189558146, 'Two09': 0.27891660152293807, 'Two07': 0.26185882289393336, 'Seven10': 0.2586034055006713, 'Seven08': 0.25502332330046273, 'Seven02': 0.20607202719609952}"
4,Five,1,5,50,"['Zero10', 'Zero07', 'Zero06', 'Zero04', 'Zero03', 'One05', 'One09', 'One07', 'One10', 'One03', 'Two08', 'Two05', 'Two02', 'Two09', 'Two07', 'Three09', 'Three05', 'Three07', 'Three01', 'Three02', 'Four10', 'Four07', 'Four03', 'Four04', 'Four08', 'Five06', 'Five07', 'Five08', 'Five01', 'Five10', 'Six02', 'Six10', 'Six01', 'Six03', 'Six06', 'Seven02', 'Seven01', 'Seven10', 'Seven08', 'Seven03', 'Eight08', 'Eight04', 'Eight03', 'Eight09', 'Eight05', 'Nine01', 'Nine10', 'Nine03', 'Nine09', 'Nine06']",Five03,Five08,1,0.94,Five08,"{'Five08': 0.9431372098965364, 'Five06': 0.9342463269764528, 'Five01': 0.9178419817756712, 'Five10': 0.8885802667843796, 'Five07': 0.8705326220204266, 'Three05': 0.8103034464764419, 'Three02': 0.6836331153560508, 'One03': 0.6829176692255268, 'Nine09': 0.6826018943086436, 'One09': 0.6785289589421382, 'One07': 0.6655663966038183, 'Nine06': 0.6412609487874823, 'Six03': 0.6344094438990555, 'Nine10': 0.63392543797213, 'One10': 0.6302206790367811, 'One05': 0.6291605207313036, 'Six01': 0.6247245211817591, 'Nine01': 0.6092335737433696, 'Three07': 0.6002728809328299, 'Three09': 0.596465621435536, 'Three01': 0.5886744356555687, 'Seven01': 0.5772228982921357, 'Nine03': 0.5771003878720344, 'Six10': 0.5643941982583254, 'Seven03': 0.5551773417057528, 'Six02': 0.5369766029699281, 'Six06': 0.5111682212727606, 'Four03': 0.49204570352526544, 'Two08': 0.4724839827537397, 'Two09': 0.4665008857766717, 'Two05': 0.4546551360231217, 'Seven10': 0.4445905896014064, 'Seven08': 0.43261322223370324, 'Four10': 0.42790784490121814, 'Two02': 0.42222227978925475, 'Four07': 0.41281068897508955, 'Four08': 0.41103764481415617, 'Two07': 0.40830836942580284, 'Zero10': 0.40556308273314556, 'Four04': 0.4043954006235182, 'Eight03': 0.3683936483911372, 'Seven02': 0.3497867570990263, 'Zero06': 0.33715420458939505, 'Eight05': 0.2999126923108296, 'Eight04': 0.2739694219454154, 'Eight08': 0.22345181098572442, 'Eight09': 0.20308148352261368, 'Zero07': 0.18148457864726752, 'Zero03': 0.16688556397373444, 'Zero04': 0.11414862819571214}"
